City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,barcelos,41.5388,-8.6151,23.84,66,36,3.11,PT,1686412701
283,susuman,62.7833,148.1667,10.98,78,57,1.76,RU,1686412701
284,askiz,53.1319,90.5264,18.35,92,100,2.9,RU,1686412701
285,marquelia,16.5833,-98.8167,31.7,56,61,2.2,MX,1686412701
286,grand baie,-20.0182,57.5802,24.26,72,3,0.89,MU,1686412701
287,enriquillo,17.9,-71.2333,29.82,63,37,5.51,DO,1686412701
288,genhe,50.7833,121.5167,9.68,97,29,1.21,CN,1686412701
289,pogradec,40.9025,20.6525,23.0,68,95,2.87,AL,1686412701
290,camapua,-19.5314,-54.0439,29.4,37,0,3.82,BR,1686412702
291,saladas,-28.2538,-58.6259,27.95,51,64,2.9,AR,1686412543
292,jinghong,21.991,100.7341,22.47,98,66,0.72,CN,1686412703
293,sinabang,2.4803,96.3801,27.21,81,76,1.99,ID,1686412703
294,tozkhurmato,34.8905,44.6299,35.4,19,32,4.81,IQ,1686412703
295,punta del este,-34.9667,-54.95,13.06,65,100,6.26,UY,1686412703
296,andergrove,-21.0833,149.1833,19.25,84,16,4.42,AU,1686412703
297,muscat,23.6139,58.5922,36.01,54,0,4.73,OM,1686412524
298,shingu,33.7333,135.9833,18.73,95,100,1.46,JP,1686412408
299,qashyr,53.0675,76.1036,18.26,58,86,3.53,KZ,1686412704
300,sligo,54.2697,-8.4694,19.22,88,20,3.6,IE,1686412704
301,albina,5.5,-54.05,31.98,58,45,1.7,SR,1686412704
302,mbuji-mayi,-6.15,23.6,29.87,41,58,1.17,CD,1686412704
303,vernon,50.2581,-119.2691,21.27,77,100,1.03,CA,1686412704
304,west saint paul,44.9161,-93.1016,25.8,52,0,2.06,US,1686412502
305,francisco i. madero,29.7059,-107.8043,23.61,17,4,4.06,MX,1686412704
306,luau,-10.7073,22.2247,25.9,32,95,2.08,AO,1686412704
307,okhotsk,59.3833,143.3,6.59,89,99,3.08,RU,1686412705
308,severo-yeniseyskiy,60.3725,93.0408,6.54,73,70,2.44,RU,1686412705
309,lagos,6.5833,3.75,28.18,85,100,4.04,NG,1686412523
310,dawson creek,55.7666,-120.2362,19.8,64,20,1.54,CA,1686412705
311,nadi,-17.8,177.4167,22.0,73,20,3.09,FJ,1686412705
312,howrah,22.5892,88.3103,30.0,79,75,3.6,IN,1686412705
313,acarau,-2.8856,-40.12,28.98,69,35,6.37,BR,1686412705
314,filadelfia,39.9523,-75.1638,25.68,49,20,4.63,US,1686412497
315,praia da vitoria,38.7333,-27.0667,23.14,60,20,8.03,PT,1686412705
316,puerto rosario,-24.45,-57.0833,27.79,50,88,2.86,PY,1686412706
317,cuito,-12.3833,16.9333,21.94,33,41,1.71,AO,1686412706
318,cacheu,12.2706,-16.1658,37.05,47,11,6.46,GW,1686412706
319,ed damer,17.5928,33.9592,41.09,17,48,4.71,SD,1686412706
320,shiprock,36.7855,-108.687,23.45,19,18,1.16,US,1686412706
321,yaren,-0.5472,166.916,27.05,80,100,2.86,NR,1686412706
322,yangambi,0.8102,24.4336,26.0,71,95,0.65,CD,1686412707
323,dalhart,36.0595,-102.5133,24.15,64,0,3.6,US,1686412707
324,amuntai,-2.4177,115.2494,24.53,88,100,0.29,ID,1686412707
325,afaahiti,-17.75,-149.2833,20.93,71,97,6.83,PF,1686412707
326,bodo,67.28,14.405,15.02,47,0,4.12,NO,1686412420
327,tucupita,9.0622,-62.051,31.33,60,57,3.32,VE,1686412708
328,talcahuano,-36.7167,-73.1167,6.82,93,0,2.57,CL,1686412708
329,santa cruz,-17.8,-63.1667,27.03,74,75,7.72,BO,1686412690
330,rongelap,11.1635,166.8941,27.77,83,100,6.89,MH,1686412417
331,hasaki,35.7333,140.8333,21.23,94,100,3.15,JP,1686412708
332,tralee,52.2704,-9.7026,21.14,73,75,5.66,IE,1686412708
333,karratha,-20.7377,116.8463,21.31,53,2,3.4,AU,1686412418
334,kutum,14.2,24.6667,24.45,62,100,3.55,SD,1686412708
335,kiunga,-6.1219,141.2906,22.22,99,99,0.84,PG,1686412709
336,hammerfest,70.6634,23.6821,12.25,50,0,3.09,NO,1686412409
337,san rafael,-34.6177,-68.3301,9.98,32,63,3.79,AR,1686412525
338,ialibu,-6.2821,143.9935,13.89,99,100,0.79,PG,1686412709
339,al jawf,29.5,38.75,36.87,9,55,8.87,SA,1686412709
340,ulsteinvik,62.3432,5.8487,24.5,61,42,1.36,NO,1686412709
341,kirensk,57.7853,108.1119,16.38,95,92,2.29,RU,1686412709
342,sechura,-5.5569,-80.8222,26.6,62,13,4.78,PE,1686412709
343,villa gesell,-37.2639,-56.973,10.59,44,53,9.0,AR,1686412709
344,cambridge,43.3601,-80.3127,25.05,42,75,3.09,CA,1686412699
345,purulha,15.2667,-90.2,20.09,43,50,1.1,GT,1686412710
346,namtsy,62.7161,129.6658,13.83,69,59,2.64,RU,1686412710
347,illizi,26.4833,8.4667,45.89,6,6,6.19,DZ,1686412710
348,swinoujscie,53.9105,14.2471,26.77,59,0,9.26,PL,1686412710
349,inongo,-1.95,18.2667,23.15,85,88,1.58,CD,1686412710
350,narvik,68.4384,17.4272,16.67,52,57,1.69,NO,1686412710
351,posto fiscal rolim de moura,-13.0833,-62.2667,33.59,41,1,1.98,BR,1686412710
352,yanam,16.7333,82.2167,30.89,50,94,3.53,IN,1686412710
353,haiku-pauwela,20.9219,-156.3051,23.91,71,0,5.14,US,1686412711
354,magnitka,55.3475,59.6961,16.1,90,76,2.96,RU,1686412711
355,sultanah,24.4926,39.5857,41.25,7,0,5.14,SA,1686412711
356,talodi,10.6325,30.3797,25.42,74,82,2.97,SD,1686412711
357,olinda,-8.0089,-34.8553,27.85,74,40,3.09,BR,1686412513
358,bodaybo,57.8506,114.1933,17.32,61,44,0.91,RU,1686412711
359,carupano,10.6678,-63.2585,30.08,65,91,5.53,VE,1686412711
360,yuzhno-kurilsk,44.0306,145.8556,8.83,98,97,1.74,RU,1686412711
361,kulhudhuffushi,6.6221,73.07,28.82,80,78,7.19,MV,1686412711
362,saint-tropez,43.2693,6.6398,26.01,67,18,3.72,FR,1686412712
363,nuuk,64.1835,-51.7216,7.34,65,75,13.89,GL,1686412712
364,xinyi,22.373,110.9475,26.29,90,96,0.53,CN,1686412712
365,kertih,4.5141,103.4483,26.01,94,36,0.0,MY,1686412712
366,acajutla,13.5928,-89.8275,30.33,68,53,2.5,SV,1686412712
367,mawu,29.5923,107.3139,22.1,79,100,1.18,CN,1686412712
368,kuqa,41.7278,82.9364,30.86,11,100,1.65,CN,1686412712
369,oneida,43.2001,-75.4663,20.42,75,20,2.68,US,1686412621
370,san andres,12.5847,-81.7006,31.01,74,20,3.6,CO,1686412713
371,portland,45.5234,-122.6762,17.01,77,75,0.89,US,1686412713
372,batie,9.8833,-2.9167,31.2,50,100,1.01,BF,1686412713
373,manggar,-2.8833,108.2667,27.93,73,1,5.0,ID,1686412713
374,strezhevoy,60.7333,77.5889,12.34,50,18,3.53,RU,1686412713
375,wagar,16.1525,36.2032,37.52,24,9,7.9,SD,1686412713
376,mahina,-17.5065,-149.489,21.87,73,20,1.54,PF,1686412713
377,mombetsu,44.3525,143.3525,12.35,97,66,2.17,JP,1686412713
378,carnarvon,-24.8667,113.6333,19.7,69,0,4.2,AU,1686412714
379,tchibanga,-2.85,11.0333,25.35,83,95,1.95,GA,1686412714
380,saint-pierre,-21.3393,55.4781,24.82,65,100,1.03,RE,1686412714
381,jieyang,23.5289,116.3642,25.96,97,96,0.59,CN,1686412714
382,ta`u,-14.2336,-169.5144,27.68,80,85,6.39,AS,1686412714
383,taperoa,-7.2075,-36.8267,31.0,41,18,5.43,BR,1686412714
384,lesnoy,57.6198,63.0784,14.32,84,97,1.75,RU,1686412714
385,mizhhirya,48.5246,23.5056,19.11,89,86,1.91,UA,1686412714
386,horta,38.5333,-28.6333,20.8,64,20,6.17,PT,1686412714
387,cambria,35.5641,-121.0808,16.42,91,100,2.07,US,1686412715
388,gamba,-2.65,10.0,24.99,81,87,3.5,GA,1686412715
389,burang,30.25,81.1667,5.54,83,57,1.42,CN,1686412715
390,castillos,-34.1667,-53.8333,15.22,54,89,3.64,UY,1686412715
391,elverum,60.8819,11.5623,21.83,20,1,3.33,NO,1686412715
392,bom jesus da lapa,-13.255,-43.4181,33.08,32,9,1.69,BR,1686412715
393,klyuchi,52.2667,79.1667,15.85,68,0,2.79,RU,1686412715
394,subotica,46.1,19.6667,23.05,64,62,1.37,RS,1686412715
395,mogadishu,2.0371,45.3438,27.93,89,20,7.72,SO,1686412715
396,ust-tsilma,65.441,52.1498,5.58,75,100,5.73,RU,1686412716
397,ciudad acuna,29.3232,-100.9522,28.16,74,40,4.12,MX,1686412716
398,minas de marcona,-15.2119,-75.1103,16.83,64,38,6.16,PE,1686412716
399,sao vicente,-23.9631,-46.3919,31.98,31,0,1.34,BR,1686412716
400,vilyuchinsk,52.9306,158.4028,12.15,70,63,4.43,RU,1686412716
401,erenhot,43.6475,111.9767,16.56,49,17,3.05,CN,1686412716
402,yashkul',46.1711,45.3435,26.53,41,99,8.03,RU,1686412716
403,belmonte,-15.8631,-38.8828,26.36,69,29,2.26,BR,1686412716
404,ban houakhoua,20.2453,100.4547,23.23,99,82,0.76,LA,1686412717
405,norilsk,69.3535,88.2027,5.79,57,5,2.99,RU,1686412445
406,kabinda,-6.1333,24.4833,27.4,41,89,1.76,CD,1686412717
407,sao felix do xingu,-6.6447,-51.995,33.28,42,37,2.72,BR,1686412717
408,nyurba,63.2842,118.3319,20.16,55,19,3.57,RU,1686412717
409,belozersk,60.0326,37.7957,9.13,58,51,3.94,RU,1686412558
410,amga,60.8953,131.9608,11.18,70,97,0.66,RU,1686412717
411,santiago tuxtla,18.4667,-95.3,31.25,59,100,1.67,MX,1686412717
412,haizhou,34.5817,119.1289,19.15,86,0,2.16,CN,1686412717
413,oranjemund,-28.55,16.4333,14.68,77,1,2.95,NA,1686412718
414,san jose de feliciano,-30.3845,-58.7517,15.0,87,99,6.03,AR,1686412718
415,ad dilam,23.9915,47.1627,42.23,8,1,4.97,SA,1686412718
416,zalari,53.5584,102.5065,17.08,77,100,1.64,RU,1686412718
417,shakawe,-18.3667,21.85,24.18,21,11,1.51,BW,1686412718
418,nemuro,43.3236,145.575,9.57,96,99,1.05,JP,1686412718
419,muriti,-1.9833,32.9167,24.04,65,5,2.81,TZ,1686412718
420,marine corps base hawaii - mcbh,21.4453,-157.7513,23.98,86,96,0.89,US,1686412718
421,delijan,33.9905,50.6838,28.45,26,16,2.9,IR,1686412718
422,viedma,-40.8135,-62.9967,9.93,39,49,10.66,AR,1686412553
423,sao jose da coroa grande,-8.8978,-35.1478,27.25,67,57,4.09,BR,1686412719
424,kolonia town,6.964,158.206,26.22,86,100,4.95,FM,1686412719
425,olyokminsk,60.3736,120.4264,15.79,63,5,2.05,RU,1686412719
426,sirte,31.2089,16.5887,26.67,52,66,6.74,LY,1686412719
427,nizao,18.25,-70.2,32.42,65,54,5.73,DO,1686412719
428,pierre,44.3683,-100.351,19.51,82,100,4.63,US,1686412719
429,geraldton,-28.7667,114.6,15.23,94,75,4.63,AU,1686412719
430,sharypovo,55.5403,89.2008,11.25,96,100,1.44,RU,1686412719
431,perevoz,55.5961,44.5446,12.37,66,15,4.48,RU,1686412720
432,irbit,57.6705,63.071,14.41,86,97,1.66,RU,1686412720
433,martapura,-3.4167,114.85,27.05,100,88,1.03,ID,1686412720
434,chipata,-13.6333,32.65,23.01,33,74,1.61,ZM,1686412720
435,sturovo,47.7949,18.7175,23.74,81,44,2.55,SK,1686412720
436,pimentel,-6.8367,-79.9342,26.16,61,100,5.14,PE,1686412720
437,pandan,14.0453,124.1694,28.14,77,87,6.15,PH,1686412720
438,egilsstadir,65.2653,-14.3948,10.95,66,75,2.06,IS,1686412720
439,bornu yassu,12.2774,12.5552,36.32,30,90,2.12,NG,1686412720
440,colgong,25.2667,87.2167,31.93,55,17,6.62,IN,1686412721
441,notodden,59.5594,9.2585,23.87,33,5,3.29,NO,1686412721
442,hotan,37.0997,79.9269,28.49,14,47,0.71,CN,1686412721
443,monjas,14.5,-89.8667,27.76,60,97,1.22,GT,1686412721
444,gisborne,-38.6533,178.0042,10.7,87,78,3.91,NZ,1686412721
445,dalnegorsk,44.5604,135.5701,11.33,98,97,1.18,RU,1686412721
446,amasra,41.7463,32.3863,19.95,73,3,1.89,TR,1686412721
447,vung tau,10.346,107.0843,27.59,81,100,5.92,VN,1686412721
448,kourou,5.1552,-52.6478,29.03,65,39,3.69,GF,1686412721
449,mareeba,-17.0,145.4333,19.4,98,45,1.23,AU,1686412722
450,yulinshi,38.2906,109.7494,20.6,43,52,4.3,CN,1686412722
451,mili,6.0815,171.735,27.47,82,98,6.96,MH,1686412722
452,labytnangi,66.6572,66.4183,10.17,84,100,5.41,RU,1686412722
453,sittwe,20.15,92.9,28.3,75,100,2.75,MM,1686412640
454,la'ie,21.6477,-157.9253,23.98,86,100,3.13,US,1686412722
455,margate,51.3813,1.3862,21.04,70,10,7.59,GB,1686412722
456,vorkuta,67.5,64.0,9.73,76,100,5.88,RU,1686412722
457,cole harbour,44.6724,-63.4751,13.99,93,100,3.6,CA,1686412722
458,north bay,46.3168,-79.4663,23.3,63,75,4.63,CA,1686412723
459,conselheiro lafaiete,-20.6603,-43.7861,24.56,38,0,3.4,BR,1686412579
460,akureyri,65.6835,-18.0878,11.96,32,75,4.63,IS,1686412723
461,doctor arroyo,23.6667,-100.1833,24.94,59,57,4.02,MX,1686412612
462,fortuna,40.5982,-124.1573,12.74,95,100,0.45,US,1686412723
463,puerto palomas,31.7667,-107.6167,25.97,13,3,1.96,MX,1686412723
464,lazaro cardenas,17.9583,-102.2,31.26,50,99,1.03,MX,1686412723
465,paraty,-23.2178,-44.7131,29.88,36,0,0.71,BR,1686412462
466,gaspe,48.8334,-64.4819,13.12,76,100,1.03,CA,1686412723
467,champerico,14.3,-91.9167,30.3,72,100,0.64,GT,1686412723
468,modimolle,-24.7,28.4,15.04,22,0,1.7,ZA,1686412724
469,prainha,-1.8,-53.48,30.81,58,6,2.47,BR,1686412724
470,beloyarskiy,63.7119,66.6722,10.58,91,99,3.91,RU,1686412724
471,yakeshi,49.2833,120.7333,9.78,93,23,1.77,CN,1686412724
472,ambodifotatra,-16.9833,49.85,25.29,66,0,2.88,MG,1686412724
473,murashi,59.3999,48.9615,6.57,61,83,3.22,RU,1686412724
474,twentynine palms,34.1356,-116.0542,27.36,26,97,0.89,US,1686412724
475,ancud,-41.8697,-73.8203,8.48,69,68,3.34,CL,1686412433
476,sola,-13.8833,167.55,26.37,74,100,5.14,VU,1686412725
477,vera,-29.4593,-60.2126,17.33,77,100,5.86,AR,1686412725
478,pitea,65.3172,21.4794,12.05,48,40,6.77,SE,1686412725
479,limbazi,57.5129,24.7194,19.45,33,6,3.92,LV,1686412725
480,ebaye,8.7748,167.7392,25.01,94,100,7.04,MH,1686412726
481,mossel bay,-34.1831,22.146,15.39,70,14,2.78,ZA,1686412726
482,castro,-24.7911,-50.0119,22.32,50,0,4.54,BR,1686412726
483,emerald,-23.5333,148.1667,13.27,58,0,3.42,AU,1686412726
484,danville,36.586,-79.395,28.02,44,0,2.24,US,1686412726
485,amory,33.9843,-88.4881,28.22,62,40,2.57,US,1686412726
486,rosetta,31.4044,30.4164,23.41,69,1,4.39,EG,1686412727
487,villa ojo de agua,-29.5,-63.6938,13.57,24,99,8.92,AR,1686412727
488,hauterive,46.0901,3.4459,20.42,84,46,2.56,FR,1686412727
489,chibougamau,49.9168,-74.3659,17.79,55,40,1.54,CA,1686412727
490,kalajoki,64.25,23.95,11.62,48,28,3.26,FI,1686412727
491,bikenibeu village,1.3673,173.1241,28.98,79,40,2.06,KI,1686412727
492,riviere des anguilles,-20.4853,57.5508,23.29,69,20,2.57,MU,1686412727
493,prince rupert,54.3161,-130.3201,11.05,93,100,8.23,CA,1686412727
494,crane,31.3974,-102.3501,31.37,22,82,6.31,US,1686412727
495,reggane,26.7158,0.1714,42.38,7,0,6.91,DZ,1686412728
496,gaoping,30.7758,106.1029,24.46,72,93,1.97,CN,1686412728
497,qianzhou,28.3167,109.7167,24.33,81,100,1.01,CN,1686412728
498,prado,-17.3411,-39.2208,26.24,67,51,3.23,BR,1686412728
499,cannonvale,-20.2833,148.7,20.66,86,14,5.53,AU,1686412728
500,port saint john's,-31.6229,29.5448,16.87,66,0,1.96,ZA,1686412728
501,garla-mare,44.2092,22.775,27.01,42,5,0.12,RO,1686412728
502,cayeli,41.0923,40.7292,19.61,95,97,1.34,TR,1686412728
503,aydincik,36.1437,33.3202,25.4,68,9,3.8,TR,1686412729
504,mount gambier,-37.8333,140.7667,8.79,97,60,2.44,AU,1686412729
505,makushino,55.2103,67.2442,14.48,60,24,3.48,RU,1686412729
506,lamu,-2.2717,40.902,27.12,83,42,7.06,KE,1686412729
507,vransko,46.2439,14.9514,24.04,73,100,1.25,SI,1686412729
508,kurgan,55.45,65.3333,16.79,56,18,2.09,RU,1686412729
509,kattivakkam,13.2167,80.3167,31.15,73,98,7.26,IN,1686412729
510,novomykolayivka,47.9781,35.9102,22.56,58,100,3.32,UA,1686412729
511,novyy urgal,51.0736,132.5642,12.26,95,39,0.65,RU,1686412729
512,murzuq,25.9155,13.9184,39.09,13,0,4.53,LY,1686412730
513,cockburn town,21.4612,-71.1419,27.89,84,36,7.03,TC,1686412452
514,eura,61.1333,22.1333,15.88,28,29,3.97,FI,1686412730
515,zhaotong,27.3167,103.7167,12.42,77,100,1.79,CN,1686412730
516,el alto,-4.2714,-81.2147,25.81,66,44,4.64,PE,1686412730
517,north platte,41.1239,-100.7654,22.84,73,0,4.47,US,1686412730
518,sale,34.0389,-6.8166,26.46,60,40,5.14,MA,1686412730
519,conduaga,8.862,117.4893,26.19,87,100,3.26,PH,1686412730
520,zeya,53.75,127.2667,14.74,82,10,1.66,RU,1686412730
521,sheridan,44.8333,-106.9173,14.45,100,100,2.57,US,1686412731
522,qarah zia' od din,38.8915,45.0255,24.48,81,78,3.63,IR,1686412731
523,aral,40.5156,81.2636,30.82,12,97,1.63,CN,1686412731
524,urambo,-5.0667,32.05,24.26,48,92,1.57,TZ,1686412731
525,viljandi,58.3639,25.59,16.82,33,7,3.41,EE,1686412731
526,peace river,56.2501,-117.286,20.92,62,100,3.09,CA,1686412731
527,namsos,64.4662,11.4957,20.95,43,12,5.14,NO,1686412731
528,smithers,54.7804,-127.1743,14.18,58,75,3.6,CA,1686412731
529,yendi,9.4427,-0.0099,34.28,43,28,2.13,GH,1686412731
530,ouricuri,-7.8825,-40.0817,29.59,44,49,3.63,BR,1686412731
531,slave lake,55.2834,-114.769,18.99,55,0,3.6,CA,1686412732
532,rio tercero,-32.173,-64.1141,12.47,25,83,4.7,AR,1686412732
533,waajid,3.8096,43.2463,29.66,38,54,5.74,SO,1686412732
534,sisimiut,66.9395,-53.6735,8.38,48,100,18.21,GL,1686412732
535,male,4.1748,73.5089,29.97,84,75,4.12,MV,1686412732
536,shanyang,26.6702,119.2051,20.51,93,91,1.15,CN,1686412732
537,plettenberg bay,-34.0527,23.3716,14.24,74,6,2.25,ZA,1686412732
538,joao pinheiro,-17.7425,-46.1725,28.87,30,0,2.58,BR,1686412732
539,samarinda,-0.5,117.15,23.85,98,100,1.11,ID,1686412732
540,ishigaki,24.3448,124.1572,27.07,94,99,0.51,JP,1686412733
541,datong,40.0936,113.2914,16.75,39,0,0.55,CN,1686412733
542,port augusta,-32.5,137.7667,10.68,66,0,2.18,AU,1686412733
543,staryye ozinki,51.1786,49.6769,23.68,44,88,3.37,RU,1686412733
544,bokhan,53.153,103.7714,17.9,77,51,1.22,RU,1686412733
545,floro,61.5996,5.0328,23.04,52,11,6.69,NO,1686412733
546,saint clairsville,40.0806,-80.9001,24.66,44,7,0.45,US,1686412733
547,phan thiet,10.9333,108.1,25.1,94,100,3.74,VN,1686412733
548,maxixe,-23.8597,35.3472,22.35,64,11,6.23,MZ,1686412734
549,charters towers,-20.1,146.2667,15.18,89,1,3.1,AU,1686412734
550,itoman,26.1247,127.6694,28.0,92,20,3.6,JP,1686412734
551,mahibadhoo,3.7833,72.9667,28.65,79,99,4.39,MV,1686412734
552,adigrat,14.277,39.462,20.68,44,94,3.62,ET,1686412734
553,sinjai,-5.1241,120.253,24.42,93,100,1.75,ID,1686412734
554,mocorito,25.4833,-107.9167,31.23,21,0,1.76,MX,1686412734
555,port moresby,-9.4431,147.1797,24.68,88,40,5.14,PG,1686412734
556,kathu,7.9178,98.3332,29.83,99,100,3.71,TH,1686412734
557,downpatrick,54.3263,-5.7035,22.16,75,100,1.89,GB,1686412735
558,staritsa,56.5075,34.9354,14.17,44,70,3.48,RU,1686412735
559,vadso,70.0744,29.7487,12.49,71,100,8.23,NO,1686412735
560,pozzallo,36.7305,14.8499,27.36,64,100,3.72,IT,1686412735
561,kitami,43.8031,143.8908,12.22,94,72,2.53,JP,1686412735
562,thunder bay,48.4001,-89.3168,12.99,71,100,4.63,CA,1686412735
563,tanggu,39.0211,117.6469,20.98,58,47,4.13,CN,1686412735
564,balotra,25.8333,72.2333,36.6,27,0,7.23,IN,1686412735
565,bandarbeyla,9.4942,50.8122,26.84,79,26,13.67,SO,1686412735
566,namdrik,5.5994,168.1028,26.01,89,100,6.18,MH,1686412736
567,labrador city,52.9463,-66.9114,15.95,63,40,2.57,CA,1686412736
568,el porvenir,13.7617,-87.3458,27.63,65,100,1.47,HN,1686412736
